sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2021-04-26T11:43:19;25.90;16.60
3660;DHT22;1846;51.482;7.224;2021-04-26T11:45:47;26.30;18.20
3660;DHT22;1846;51.482;7.224;2021-04-26T11:48:20;26.90;20.00
3660;DHT22;1846;51.482;7.224;2021-04-26T11:50:48;27.20;21.70
3660;DHT22;1846;51.482;7.224;2021-04-26T11:53:28;26.80;18.70
3660;DHT22;1846;51.482;7.224;2021-04-26T11:55:55;26.90;19.70
3660;DHT22;1846;51.482;7.224;2021-04-26T11:58:35;27.00;20.30
3660;DHT22;1846;51.482;7.224;2021-04-26T12:01:06;27.30;20.80
3660;DHT22;1846;51.482;7.224;2021-04-26T12:03:32;27.40;21.80
3660;DHT22;1846;51.482;7.224;2021-04-26T12:06:17;27.20;19.70
3660;DHT22;1846;51.482;7.224;2021-04-26T12:08:44;27.00;17.70
3660;DHT22;1846;51.482;7.224;2021-04-26T12:11:18;27. Okt;18.40
3660;DHT22;1846;51.482;7.224;2021-04-26T12:13:45;27.20;18.60
3660;DHT22;1846;51.482;7.224;2021-04-26T12:16:30;26.80;16.30
3660;DHT22;1846;51.482;7.224;2021-04-26T12:18:57;25.70;Nov 30
3660;DHT22;1846;51.482;7.224;2021-04-26T12:21:24;25.80;11. Okt
3660;DHT22;1846;51.482;7.224;2021-04-26T12:23:51;26.20;Nov 80
3660;DHT22;1846;51.482;7.224;2021-04-26T12:26:18;25.70;Sep 70
3660;DHT22;1846;51.482;7.224;2021-04-26T12:28:45;25.90;Okt 70
3660;DHT22;1846;51.482;7.224;2021-04-26T12:31:21;26.00;Okt 20
3660;DHT22;1846;51.482;7.224;2021-04-26T12:33:47;25.50;08. Okt
3660;DHT22;1846;51.482;7.224;2021-04-26T12:36:14;25.80;Sep 40
3660;DHT22;1846;51.482;7.224;2021-04-26T12:38:49;26.00;Sep 90
3660;DHT22;1846;51.482;7.224;2021-04-26T12:41:17;25.60;Jul 70
3660;DHT22;1846;51.482;7.224;2021-04-26T12:43:47;24.90;Apr 20
3660;DHT22;1846;51.482;7.224;2021-04-26T12:46:17;25.20;Mai 20
3660;DHT22;1846;51.482;7.224;2021-04-26T12:48:44;25.30;Mai 50
3660;DHT22;1846;51.482;7.224;2021-04-26T12:51:11;25.50;Jun 50
3660;DHT22;1846;51.482;7.224;2021-04-26T12:53:39;25.60;Jun 60
3660;DHT22;1846;51.482;7.224;2021-04-26T12:56:12;25.20;Mrz 80
3660;DHT22;1846;51.482;7.224;2021-04-26T12:58:43;24.80;Feb 20
3660;DHT22;1846;51.482;7.224;2021-04-26T13:01:18;24.90;Feb 30
3660;DHT22;1846;51.482;7.224;2021-04-26T13:03:54;24.20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:06:22;24. Okt;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:08:53;23.90;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:11:32;23.80;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:14:00;23.60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:16:29;23.40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:18:58;23.40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:21:32;22.50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:24:09;22.40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:26:36;22.20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:29:11;22.30;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:31:38;22.40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:34:05;22.60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:36:31;22.50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:38:58;22.40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:41:24;22.30;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:43:52;21.90;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:46:18;21.50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:48:45;21. Okt;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T13:51:11;20.50;1.00
